tephra_name,longitude,latitude,site,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,total,reference
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.13,0.11,13.19,1.92,0.07,0.03,1.27,4.46,2.82,,96.99,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.49,0.19,13.71,3.35,0.16,0.05,1.97,4.76,2.38,,99.07,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.32,0.16,13.63,3.12,0.11,0.01,1.95,4.74,2.42,,98.46,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",71.9,0.15,13.26,3.32,0.14,0.03,1.83,4.58,2.59,,97.79,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",71.74,0.14,13.39,2.48,0.15,0.05,1.62,4.41,2.56,,96.52,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",71.69,0.23,13.59,3.49,0.2,0.04,2.05,4.87,2.49,,98.64,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",71.42,0.15,13.52,3.1,0.19,0.07,1.94,5.05,2.43,,97.86,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",67.34,0.36,13.69,5.57,0.19,0.15,3.21,4.88,2.07,,97.45,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",65.49,0.44,14.11,6.52,0.23,0.2,3.2,4.74,2.09,,97.04,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",63.35,0.65,14.19,9.13,0.25,0.62,4.63,4.49,1.64,,98.95,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",62.99,0.77,13.99,8.85,0.32,0.62,4.39,4.78,1.78,,98.48,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",62.41,0.69,14.29,8.41,0.28,0.67,4.17,4.36,1.65,,96.91,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",75.29,0.06,12.1,1.71,0.09,0.02,1.07,4.38,2.95,,97.68,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.63,0.07,12.46,1.98,0.08,0.05,1.3,4.65,2.8,,98.01,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.55,0.12,12.97,1.86,0.02,0.05,1.33,4.79,2.79,,98.49,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.26,0.07,12.75,2.11,0.05,0.01,1.28,4.56,2.69,,97.78,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.07,0.13,13.04,1.92,0.13,0.07,1.29,4.74,3.09,,98.48,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.64,0.2,13.78,3.67,0.17,0.06,2.11,4.86,2.42,,99.92,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.12,0.09,12.61,1.82,0.07,0.01,1.28,4.52,2.78,,95.3,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",70.9,0.12,13.34,3.33,0.15,0.09,2.1,4.56,2.23,,96.83,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",69.07,0.24,13.61,4.12,0.16,0.06,2.29,4.51,2.27,,96.31,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.74,0.14,12.71,1.93,0.04,0.03,1.34,4.72,2.72,,96.37,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.35,0.13,12.54,1.95,0.01,0.03,1.25,4.66,2.56,,95.48,"Dugmore, A.J., and Newton, A.J. (1992) Thin tephra layers in peat revealed by X-radiography. Journal of Archaeological Sciences  19 163-170"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.82,0.06,12.68,1.99,0.1,0.02,1.34,4.5,2.96,,96.47,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.38,0.2,13.66,4.11,0.18,0.04,2.67,5,2.3,,96.55,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",67.91,0.3,13.64,5.12,0.21,0.09,2.94,4.83,2.03,,97.08,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",60.84,0.69,14.27,8.67,0.34,0.69,4.23,4.66,1.88,,96.26,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",59.8,0.72,14.31,8.59,0.22,0.73,4.43,4.79,1.73,,95.34,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",75,0.05,12.45,1.67,0.09,0.01,1.38,4.16,2.85,,97.65,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.45,0.08,12.4,1.87,0.08,0.01,1.29,4.33,2.75,,97.25,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.28,0.08,12.76,2.03,0.09,0.05,1.25,4.71,2.7,,97.95,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.16,0.17,13.43,2.44,0.08,0.04,1.47,5.27,2.47,,99.53,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.1,0.13,12.9,1.95,0.1,0.04,1.27,4.59,2.83,,97.92,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.63,0.08,12.48,2.01,0.1,0.03,1.37,4.57,2.77,,97.03,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.5,0.12,13.04,1.9,0.13,0.04,1.32,4.7,2.87,,97.63,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.9,0.08,12.89,1.88,0.1,0.02,1.31,4.54,2.94,,96.66,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.76,0.07,12.5,1.76,0.03,0.02,1.28,4.22,2.74,,95.39,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",70.81,0.27,13.76,3.96,0.16,0.05,2.09,4.83,2.34,,98.26,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.71,0.28,14.33,4.88,0.19,0.16,2.82,4.98,2.1,,98.45,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.55,0.3,13.86,4.78,0.22,0.12,2.74,4.86,2.28,,97.7,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",67.88,0.36,13.68,5.76,0.19,0.17,3.08,4.58,2.02,,97.72,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",67.63,0.33,14.13,5.7,0.23,0.18,2.99,4.66,2.17,,98.03,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",65.09,0.32,15.91,5.83,0.16,0.18,4.61,4.98,1.5,,98.57,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",64.41,0.63,14.7,8.25,0.29,0.59,4.04,4.53,1.7,,99.13,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",63.15,0.64,14.82,8.98,0.23,0.61,4.08,4.67,1.88,,99.07,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",69.08,0.27,13.68,3.71,0.1,0.06,2.28,4.98,2.42,,96.57,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",75.77,0.04,12.49,1.74,0.09,0.04,1.3,4.07,2.7,,98.24,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",75.02,0.08,12.72,1.95,0.07,0.05,1.16,4.44,2.73,,98.2,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.9,0.08,13.04,1.92,0.05,0.06,1.39,4.66,2.93,,99.02,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.66,0.09,12.76,1.86,0.09,0.01,1.23,4.64,2.6,,97.94,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.77,0.11,12.49,1.83,0.12,0.02,1.27,4.65,2.81,,96.06,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.71,0.28,14.33,4.88,0.19,0.16,2.82,4.98,2.1,,98.45,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",67.05,0.3,13.79,5.52,0.22,0.14,3.08,4.66,2.23,,97,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",66.78,0.4,14.21,6.24,0.21,0.25,3.33,4.69,1.97,,98.07,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",66.06,0.45,14.05,6.72,0.26,0.27,3.72,4.7,1.98,,98.21,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",65.69,0.41,13.83,6.12,0.18,0.17,3.4,4.72,1.92,,96.44,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",65.63,0.6,14.35,7.75,0.3,0.42,4,4.4,1.84,,99.29,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",62.9,0.78,14.8,9.5,0.31,0.87,4.5,4.41,1.5,,99.56,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",62.88,0.83,14.29,8.85,0.29,0.84,4.43,4.54,1.73,,98.69,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",67.87,0.29,13.57,4.76,0.11,0.08,2.75,4.98,2.31,,96.73,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.41,0.09,12.59,1.92,0.12,0.03,1.28,4.72,2.74,,97.9,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",67.63,0.38,13.87,5.39,0.21,0.15,3.12,4.51,2.17,,97.45,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",75.32,0.11,13.1,1.92,0.11,0.04,1.25,4.86,2.85,,99.57,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",75.26,0.08,13.01,1.93,0.04,0.02,1.34,4.68,3.09,,99.46,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.92,0.1,12.55,1.8,0.1,0.04,1.29,4.5,2.71,,98.02,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.45,0.06,12.91,1.92,0.08,0.02,1.34,4.61,2.83,,98.23,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.73,0.09,12.68,1.99,0.05,0,1.21,4.8,2.76,,97.32,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.64,0.07,12.79,2.03,0.11,0.03,1.4,4.8,2.76,,97.62,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.56,0.07,12.45,1.99,0.05,0.03,1.34,4.55,2.72,,96.76,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",71.51,0.12,12.96,1.87,0.06,0.06,1.35,4.74,2.99,,95.65,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",69.34,0.32,13.45,3.95,0.18,0.05,2.35,4.74,2.43,,96.83,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",62.21,0.71,14.13,8.82,0.25,0.59,4.26,4.64,1.67,,97.27,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",66.61,0.34,14.11,4.85,0.14,0.11,2.7,5.21,2.29,,96.37,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",75.12,0.11,13.1,1.15,0.07,0.02,1.28,5.13,2.36,,98.34,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.44,0.08,12.57,1.79,0.06,0.01,1.29,4.63,2.72,,97.6,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.98,0.07,12.62,1.88,0.06,0.04,1.38,4.52,2.86,,97.39,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.35,0.08,12.69,1.96,0.07,0.03,1.34,4.55,2.76,,96.82,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.69,0.1,12.44,2.05,0.02,0.05,1.18,4.63,2.63,,95.72,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",70.39,0.26,13.8,4.29,0.14,0.1,2.56,4.85,2.4,,98.79,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",69.65,0.27,14.31,4.01,0.2,0.1,2.41,4.96,2.29,,98.2,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",68.83,0.4,13.93,5.93,0.26,0.19,3.39,4.59,2.07,,99.58,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",67.84,0.33,13.84,5.34,0.18,0.12,2.74,4.79,2.2,,97.38,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",64.25,0.68,14.54,8.75,0.24,0.72,4.19,4.19,1.64,,99.2,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",64.21,0.54,14.09,7.49,0.26,0.33,3.7,4.5,1.79,,96.91,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",64,0.7,14.47,8.84,0.33,0.73,4.4,4.45,1.68,,99.61,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",63.42,0.69,14.58,8.71,0.32,0.71,4.52,4.63,1.73,,99.52,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",61.57,0.7,14.23,8.69,0.33,0.73,4.48,4.32,1.69,,96.75,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",72.58,0.13,12.69,1.9,0.08,0.06,1.35,5.03,2.78,,96.59,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",71.47,0.11,12.72,1.86,0.06,0.02,1.38,4.75,2.74,,95.12,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",67.63,0.27,13.55,4.46,0.2,0.05,2.7,5.09,2.3,,96.24,"Dugmore, A.J., Larsen, G., Newton, A.J., and Sugden, D.E. (1992) Geochemical stability of fine-grained silicic tephra layers in Iceland and Scotland. Journal of Quaternary Science  7 173-183"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",75.94,0.05,12.88,1.96,0.13,0.02,1.25,4.49,2.91,,99.64,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.88,0.08,12.55,1.62,0.03,0.01,1.27,4.47,2.9,,97.8,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.18,0.08,12.66,2.03,0.07,0.03,1.17,4.7,2.77,,97.69,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",74.08,0.14,13.34,1.9,0.08,0.05,1.42,4.88,2.66,,98.54,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.96,0.12,12.99,1.78,0.08,0.05,1.33,4.9,2.77,,98,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.74,0.08,12.68,1.95,0.08,0.04,1.27,4.75,2.78,,97.37,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.7,58.38,"Station Hill, Altnabreac",73.29,0.1,12.42,1.8,0.05,0.04,1.23,4.45,2.87,,96.24,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
